"sect","title","authors","views","issue","year","page_order"
"Theory and Methods","Estimation of Parameters Subject to Order Restrictions on a Circle With Application to Estimation of Phase Angles of Cell Cycle Genes","Cristina Rueda#Miguel A. Fernández#Shyamal Das Peddada",92,485,2009,32
"Theory and Methods","A Design-Adaptive Local Polynomial Estimator for the Errors-in-Variables Problem","Aurore Delaigle#Jianqing Fan#Raymond J. Carroll",300,485,2009,33
"Theory and Methods","Robust Response Transformations Based on Optimal Prediction","Alfio Marazzi#Ana J. Villar#Victor J. Yohai",98,485,2009,34
"Theory and Methods","Nonparametric Quantile Estimations for Dynamic Smooth Coefficient Models","Zongwu Cai#Xiaoping Xu",226,485,2009,35
"Theory and Methods","Rank-Based Estimation and Associated Inferences for Linear Models With Cluster Correlated Errors","John D. Kloke#Joseph W. McKean#M. Mushfiqur Rashid",128,485,2009,36
"Theory and Methods","Screening Experiments for Developing Dynamic Treatment Regimes","S. A. Murphy#D. Bingham",112,485,2009,37
"Book Reviews","Book Reviews","",188,485,2009,38
"Correction","Correction","",45,485,2009,39
"Primary Article","Statistics: Harnessing the Power of Information","Mary Ellen Bock",107,484,2008,1
"Primary Article","Can Nonrandomized Experiments Yield Accurate Answers? A Randomized Experiment Comparing Random and Nonrandom Assignments","William R. Shadish#M. H. Clark#Peter M. Steiner",967,484,2008,2
"Primary Article","Comment","Roderick J. Little#Qi Long#Xihong Lin",83,484,2008,3
"Primary Article","Comment","Jennifer Hill",67,484,2008,4
"Primary Article","Comment: The Design and Analysis of Gold Standard Randomized Experiments","Donald B. Rubin",214,484,2008,5
"Primary Article","Rejoinder","William R. Shadish#M. H. Clark#Peter M. Steiner",75,484,2008,6
"Primary Article","Branching Processes as Models of Progenitor Cell Populations and Estimation of the Offspring Distributions","Andrei Y. Yakovlev#Vessela K. Stoimenova#Nikolay M. Yanev",94,484,2008,7
"Primary Article","Comparing Stochastic Optimization Methods for Variable Selection in Binary Outcome Prediction, With Application to Health Policy","Dimitris Fouskakis#David Draper",92,484,2008,8
"Primary Article","Records in Athletics Through Extreme-Value Theory","John H. J. Einmahl#Jan R. Magnus",266,484,2008,9
"Primary Article","Does Finasteride Affect the Severity of Prostate Cancer? A Causal Sensitivity Analysis","Bryan E. Shepherd#Mary W. Redman#Donna P. Ankerst",105,484,2008,10
"Primary Article","Domain-Level Covariance Analysis for Multilevel Survey Data With Structured Nonresponse","A. James O’Malley#Alan M. Zaslavsky",175,484,2008,11
"Primary Article","The Dynamics of Economic Functions: Modeling and Forecasting the Yield Curve","Clive G. Bowsher#Roland Meeks",184,484,2008,12
"Primary Article","High-Dimensional Sparse Factor Modeling: Applications in Gene Expression Genomics","Carlos M. Carvalho#Jeffrey Chang#Joseph E. Lucas#Joseph R. Nevins#Quanli Wang#Mike West",674,484,2008,13
"Primary Article","Hierarchical Insurance Claims Modeling","Edward W. Frees#Emiliano A. Valdez",394,484,2008,14
"Primary Article","A Case Study in Pharmacologic Colon Imaging Using Principal Curves in Single-Photon Emission Computed Tomography","Brian S. Caffo#Ciprian M. Crainiceanu#Lijuan Deng#Craig W. Hendrix",66,484,2008,15
"Primary Article","Multiple Inference and Gender Differences in the Effects of Early Intervention: A Reevaluation of the Abecedarian, Perry Preschool, and Early Training Projects","Michael L. Anderson",1083,484,2008,16
"Primary Article","Assessing the Effect of Selection at the Amino Acid Level in Malaria Antigen Sequences Through Bayesian Generalized Linear Models","Daniel Merl#Raquel Prado#Ananías A. Escalante",67,484,2008,17
"Primary Article","Bayesian Inference on Changes in Response Densities Over Predictor Clusters","David B. Dunson#Amy H. Herring#Anna Maria Siega-Riz",153,484,2008,18
"Primary Article","A Few Remarks on “A Capture–Recapture Approach for Screening Using Two Diagnostic Tests With Availability of Disease Status for the Test Positives Only” by Böhning and Patilea","Haitao Chu#Lei Nie",49,484,2008,19
"Primary Article","Semiparametric Estimation of Covariance Matrixes for Longitudinal Data","Jianqing Fan#Yichao Wu",317,484,2008,20
"Primary Article","Functional Additive Models","Hans-Georg Müller#Fang Yao",368,484,2008,21
"Primary Article","Covariance Tapering for Likelihood-Based Estimation in Large Spatial Data Sets","Cari G. Kaufman#Mark J. Schervish#Douglas W. Nychka",222,484,2008,22
"Primary Article","Variable Selection in Nonparametric Varying-Coefficient Models for Analysis of Repeated Measurements","Lifeng Wang#Hongzhe Li#Jianhua Z. Huang",332,484,2008,23
"Primary Article","Parameter Estimation for Differential Equation Models Using a Framework of Measurement Error in Regression Models","Hua Liang#Hulin Wu",351,484,2008,24
"Primary Article","Bandwidth Selection in Nonparametric Kernel Testing","Jiti Gao#Irène Gijbels",284,484,2008,25
"Primary Article","Nonparametric Quantile Estimations for Dynamic Smooth Coefficient Models","Zongwu Cai#Xiaoping Xu",272,484,2008,26
"Primary Article","Nonparametric Variable Selection: The EARTH Algorithm","Kjell Doksum#Shijie Tang#Kam-Wah Tsui",167,484,2008,27
"Primary Article","On Adaptive Extensions of Group Sequential Trials for Clinical Investigations","Qing Liu#Keaven M. Anderson",120,484,2008,28
"Primary Article","A Multiple-Index Model and Dimension Reduction","Yingcun Xia",406,484,2008,29
"Primary Article","Optimal Crossover Designs for Two Treatments in the Presence of Mixed and Self-Carryover Effects","J. Kunert#J. Stufken",73,484,2008,30
"Primary Article","Model Selection Criteria for Missing-Data Problems Using the EM Algorithm","Joseph G. Ibrahim#Hongtu Zhu#Niansheng Tang",346,484,2008,31
"Primary Article","Properties and Implementation of Jeffreys’s Prior in Binomial Regression Models","Ming-Hui Chen#Joseph G. Ibrahim#Sungduk Kim",150,484,2008,32
"Primary Article","Smoothly Clipped Absolute Deviation on High Dimensions","Yongdai Kim#Hosik Choi#Hee-Seok Oh",721,484,2008,33
"Primary Article","Order Selection in Finite Mixture Models With a Nonsmooth Penalty","Jiahua Chen#Abbas Khalili",180,484,2008,34
"Primary Article","Correlation-Based Functional Clustering via Subspace Projection","Jeng-Min Chiou#Pai-Ling Li",205,484,2008,35
"Primary Article","Multiply Robust Inference for Statistical Interactions","Stijn Vansteelandt#Tyler J. VanderWeele#Eric J. Tchetgen#James M. Robins",194,484,2008,36
"Book Review","Book Reviews","",123,484,2008,37
"Corrigendum","Corrections","",49,484,2008,38
"Miscellaneous","2008 Editorial Collaborators","",39,484,2008,39
"Miscellaneous","Index to Volume 103 (2008)","",43,484,2008,40
"Primary Article","Multiple Model Evaluation Absent the Gold Standard Through Model Combination","Edwin S Iversen Jr#Giovanni Parmigiani#Sining Chen",132,483,2008,1
"Primary Article","Nonparametric Risk Management With Generalized Hyperbolic Distributions","Ying Chen#Wolfgang Härdle#Seok-Oh Jeong",152,483,2008,2
"Primary Article","War and WagesThe Strength of Instrumental Variables and Their Sensitivity to Unobserved Biases","Dylan S Small#Paul R Rosenbaum",158,483,2008,3
"Primary Article","Spatial Analysis to Quantify Numerical Model Bias and DependenceHow Many Climate Models Are There?","Mikyoung Jun#Reto Knutti#Douglas W Nychka",209,483,2008,4
"Primary Article","A Bayesian Capture–Recapture Population Model With Simultaneous Estimation of Heterogeneity","Ross Corkrey#Steve Brooks#David Lusseau#Kim Parsons#John W Durban#Philip S Hammond#Paul M Thompson",149,483,2008,5
"Primary Article","Stochastic Networks in Nanoscale BiophysicsModeling Enzymatic Reaction of a Single Protein","S. C Kou",79,483,2008,6
"Primary Article","Breast Cancer Relative Hazard Estimates From Case–Control and Cohort Designs With Missing Data on Mammographic Density","Jinbo Chen#Rajeev Ayyagari#Nilanjan Chatterjee#David Y Pee#Catherine Schairer#Celia Byrne#Jacques Benichou#Mitchell H Gail",89,483,2008,7
"Primary Article","Assessing Identification Risk in Survey Microdata Using Log-Linear Models","Chris Skinner#Natalie Shlomo",163,483,2008,8
"Primary Article","Analysis of Smoking Cessation Patterns Using a Stochastic Mixed-Effects Model With a Latent Cured State","Sheng Luo#Ciprian M Crainiceanu#Thomas A Louis#Nilanjan Chatterjee",118,483,2008,9
"Primary Article","Exploring Voting Blocs Within the Irish ElectorateA Mixture Modeling Approach","Isobel Claire Gormley#Thomas Brendan Murphy",155,483,2008,10
"Primary Article","Imputing Risk Tolerance From Survey Responses","Miles S Kimball#Claudia R Sahm#Matthew D Shapiro",441,483,2008,11
"Primary Article","A Test for Partial Differential Expression","Wessel N van Wieringen#Mark A van de Wiel#Aad W van der Vaart",133,483,2008,12
"Primary Article","Election Forecasts Using Spatiotemporal Models","Jose Manuel Pavía#Beatriz Larraz#Jose Marí Montero",127,483,2008,13
"Primary Article","A Directional Model for the Estimation of the Rotation Axes of the Ankle Joint","Louis-Paul Rivest#Sophie Baillargeon#Michael Pierrynowski",72,483,2008,14
"Primary Article","Model-Independent Estimates of Dark Matter Distributions","Xiao Wang#Matthew Walker#Jayanta Pal#Michael Woodroofe#Mario Mateo",50,483,2008,15
"Primary Article","Prediction of Protein Interdomain Linker Regions by a Nonstationary Hidden Markov Model","Kyounghwa Bae#Bani K Mallick#Christine G Elsik",68,483,2008,16
"Primary Article","Modeling Price Dynamics in eBay Auctions Using Differential Equations","Shanshan Wang#Wolfgang Jank#Galit Shmueli#Paul Smith",143,483,2008,17
"Primary Article","Bayesian Treed Gaussian Process Models With an Application to Computer Modeling","Robert B Gramacy#Herbert K. H Lee",748,483,2008,18
"Primary Article","The Nested Dirichlet Process","Abel Rodríguez#David B Dunson#Alan E Gelfand",885,483,2008,19
"Primary Article","Combining Registration and Fitting for Functional Models","Alois Kneip#James O Ramsay",175,483,2008,20
"Primary Article","An Informational Measure of Association and Dimension Reduction for Multiple Sets and Groups With Applications in Morphometric Analysis","Ross Iaci#Xiangrong Yin#T. N Sriram#Christian Peter Klingenberg",93,483,2008,21
"Primary Article","On a Projective Resampling Method for Dimension Reduction With Multivariate Responses","Bing Li#Songqiao Wen#Lixing Zhu",226,483,2008,22
"Primary Article","Estimating Equations Inference With Missing Data","Yong Zhou#Alan T. K Wan#Xiaojing Wang",318,483,2008,23
"Primary Article","Partially Linear Additive Hazards Regression With Varying Coefficients","Guosheng Yin#Hui Li#Donglin Zeng",224,483,2008,24
"Primary Article","Power-Transformed Linear Quantile Regression With Censored Data","Guosheng Yin#Donglin Zeng#Hui Li",230,483,2008,25
"Primary Article","Optimal Designs for Dose-Finding Studies","Holger Dette#Frank Bretz#Andrey Pepelyshev#José Pinheiro",410,483,2008,26
"Primary Article","On Consistent Nonparametric Intensity Estimation for Inhomogeneous Spatial Point Processes","Yongtao Guan",171,483,2008,27
"Primary Article","Binary Time Series Modeling With Application to Adhesion Frequency Experiments","Ying Hung#Veronika Zarnitsyna#Yan Zhang#Cheng Zhu#C. F. Jeff Wu",89,483,2008,28
"Primary Article","Tests Based on Intrinsic Priors for the Equality of Two Correlated Proportions","Guido Consonni#Luca La Rocca",51,483,2008,29
"Primary Article","Empirical Likelihood-Based Estimation of the Treatment Effect in a Pretest–Posttest Study","Chiung-Yu Huang#Jing Qin#Dean A Follmann",124,483,2008,30
"Primary Article","Statistical Significance of Clustering for High-Dimension, Low–Sample Size Data","Yufeng Liu#David Neil Hayes#Andrew Nobel#J. S Marron",882,483,2008,31
"Primary Article","Selection of Variables for Cluster Analysis and Classification Rules","Ricardo Fraiman#Ana Justel#Marcela Svarc",382,483,2008,32
"Primary Article","Variable Inclusion and Shrinkage Algorithms","Peter Radchenko#Gareth M James",158,483,2008,33
"Book Review","Analysing Ecological Data","Loveday Conquest",112,483,2008,34
"Book Review","Applied Chemometrics for Scientists","Rolf Sundberg",59,483,2008,35
"Book Review","The Basel II Risk Parameters: Estimation, Validation, and Stress Testing","Keith Heyen",66,483,2008,36
"Book Review","Bayes Linear Statistics: Theory and Methods","David H Annis",52,483,2008,37
"Book Review","Bioequivalence Studies in Drug Development: Methods and Applications","Thomas E Bradstreet",58,483,2008,38
"Book Review","The Construction of Optimal Stated Choice Experiments: Theory and Methods","Angela Dean",80,483,2008,39
"Book Review","Information and Complexity in Statistical Modeling","Thomas C. M Lee",55,483,2008,40
"Book Review","Introduction to Applied Bayesian Statistics and Estimation for Social Scientists","Jeff Gill",93,483,2008,41
"Book Review","An Introduction to Categorical Data Analysis","Christopher R Bilder#Joshua M Tebbs",111,483,2008,42
"Book Review","Introduction to Stochastic Integration","Thorsten Rheinländer",61,483,2008,43
"Book Review","Introduction to Variance Estimation","Lynne Stokes",69,483,2008,44
"Book Review","Markov Chains: Models, Algorithms and Applications","Jozef L Teugels",122,483,2008,45
"Book Review","Model-Based Geostatistics","Bo Li",82,483,2008,46
"Book Review","Models for Ecological Data: An Introduction","Timothy J Robinson",69,483,2008,47
"Book Review","Nonparametric Statistics, With Applications to Science and Engineering","Michael R Chernick",70,483,2008,48
"Book Review","Optimum Experimental Designs, With SAS","Christine M Anderson-Cook",79,483,2008,49
"Book Review","Telegraphic Reviews","",36,483,2008,50
"Primary Article","Estimating Incumbency Advantage and Its Variation, as an Example of a Before–After Study","Andrew Gelman#Zaiying Huang",137,482,2008,1
"Primary Article","Comment","Jonathan N Katz",46,482,2008,2
"Primary Article","Comment","James S Hodges",44,482,2008,3
"Primary Article","Rejoinder","Andrew Gelman",38,482,2008,4
"Primary Article","Eye-Movement Analysis of Search Effectiveness","Ralf Van Der Lans#Rik Pieters#Michel Wedel",289,482,2008,5
"Primary Article","Longitudinal Nested Compliance Class Model in the Presence of Time-Varying Noncompliance","Julia Y Lin#Thomas R Ten Have#Michael R Elliott",97,482,2008,6
"Primary Article","Causal Inference in Hybrid Intervention Trials Involving Treatment Choice","Qi Long#Roderick J Little#Xihong Lin",123,482,2008,7
"Primary Article","Bayesian Hidden Markov Modeling of Array CGH Data","Subharup Guha#Yi Li#Donna Neuberg",136,482,2008,8
"Primary Article","Analysis of Episodic Data With Application to Recurrent Pulmonary Exacerbations in Cystic Fibrosis Patients","Jun Yan#Jason P Fine",95,482,2008,9
"Primary Article","How Useful Is Bagging in Forecasting Economic Time Series? A Case Study of U.S. Consumer Price Inflation","Atsushi Inoue#Lutz Kilian",327,482,2008,10
"Primary Article","Bayesian Accelerated Failure Time Model With Multivariate Doubly Interval-Censored Data and Flexible Distributional Assumptions","Arnošt KomÁrek#Emmanuel Lesaffre",178,482,2008,11
"Primary Article","Bayesian Selection and Clustering of Polymorphisms in Functionally Related Genes","David B Dunson#Amy H Herring#Stephanie M Engel",194,482,2008,12
"Primary Article","Statistical Treatment ChoiceAn Application to Active Labor Market Programs","Markus Frölich",77,482,2008,13
"Primary Article","Two-Sided Estimation of Mate Preferences for Similarities in Age, Education, and Religion","John Allen Logan#Peter D Hoff#Michael A Newton",233,482,2008,14
